timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736100230106,95,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,931,196,10,10,https://restful-booker.herokuapp.com/booking/1461,95,0,0
1736100227756,475,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,,true,,1891,674,10,10,null,475,1970,282
1736100230255,86,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,text,true,,930,196,10,10,https://restful-booker.herokuapp.com/booking/1463,86,0,0
1736100227749,444,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,,true,,1889,673,10,10,null,444,2149,267
1736100230332,94,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,text,true,,934,196,10,10,https://restful-booker.herokuapp.com/booking/1457,94,0,0
1736100227171,495,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,,true,,1897,677,10,10,null,495,2760,301
1736100230626,94,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,text,true,,940,196,10,10,https://restful-booker.herokuapp.com/booking/1466,94,0,0
1736100228154,455,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,,true,,1901,675,10,10,null,455,2111,271
1736100230685,89,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-5,text,true,,940,196,10,10,https://restful-booker.herokuapp.com/booking/1470,89,0,0
1736100227471,448,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-5,,true,,1901,675,10,10,null,448,2856,269
1736100230904,90,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-9,text,true,,942,196,10,10,https://restful-booker.herokuapp.com/booking/1474,90,0,0
1736100228198,450,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-9,,true,,1905,677,10,10,null,450,2347,270
1736100230726,366,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,text,true,,967,477,10,10,https://restful-booker.herokuapp.com/booking,366,0,271
1736100230950,358,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,967,477,10,10,https://restful-booker.herokuapp.com/booking,357,0,266
1736100231488,89,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,938,196,10,10,https://restful-booker.herokuapp.com/booking/1488,89,0,0
1736100230201,447,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,,true,,1905,673,10,10,null,446,929,266
1736100231542,91,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-4,text,true,,930,196,10,10,https://restful-booker.herokuapp.com/booking/1473,91,0,0
1736100229123,457,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-4,,true,,1889,673,10,10,null,457,2053,273
1736100231289,360,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,text,true,,962,480,10,10,https://restful-booker.herokuapp.com/booking,360,0,270
1736100231316,346,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-10,text,true,,959,477,10,10,https://restful-booker.herokuapp.com/booking,346,0,258
1736100231339,398,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,text,true,,960,478,10,10,https://restful-booker.herokuapp.com/booking,398,0,274
1736100231469,363,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,text,true,,961,479,10,10,https://restful-booker.herokuapp.com/booking,363,0,278
1736100231749,91,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,text,true,,930,196,10,10,https://restful-booker.herokuapp.com/booking/1485,91,0,0
1736100229888,457,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,,true,,1897,673,10,10,null,457,1495,271
1736100231490,354,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,text,true,,959,477,10,10,https://restful-booker.herokuapp.com/booking,354,0,261
1736100231556,376,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-9,text,true,,964,482,10,10,https://restful-booker.herokuapp.com/booking,376,0,282
1736100231943,94,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,text,true,,932,196,10,10,https://restful-booker.herokuapp.com/booking/1496,94,0,0
1736100230720,457,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,,true,,1893,675,10,10,null,457,860,278
1736100231724,366,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-5,text,true,,960,478,10,10,https://restful-booker.herokuapp.com/booking,365,0,277
1736100232439,92,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,text,true,,930,196,10,10,https://restful-booker.herokuapp.com/booking/1497,92,0,0
1736100230426,446,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-2,,true,,1889,673,10,10,null,446,1660,261
1736100232596,93,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-10,text,true,,938,196,10,10,https://restful-booker.herokuapp.com/booking/1494,92,0,0
1736100229975,439,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-10,,true,,1897,673,10,10,null,438,2275,258
1736100232702,89,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,text,true,,941,196,10,10,https://restful-booker.herokuapp.com/booking/1493,89,0,0
1736100230342,449,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,,true,,1903,676,10,10,null,449,2001,270
1736100232715,358,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-4,text,true,,969,479,10,10,https://restful-booker.herokuapp.com/booking,358,0,265
1736100233047,94,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,text,true,,939,196,10,10,https://restful-booker.herokuapp.com/booking/1495,94,0,0
1736100230127,492,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-7,,true,,1899,674,10,10,null,492,2522,274
1736100232984,403,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-6,text,true,,967,477,10,10,https://restful-booker.herokuapp.com/booking,403,0,296
1736100233275,380,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-8,text,true,,964,478,10,10,https://restful-booker.herokuapp.com/booking,380,0,281
1736100233375,391,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-3,text,true,,966,480,10,10,https://restful-booker.herokuapp.com/booking,391,0,286
1736100233855,92,2_Obtener_Reserva,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-5,text,true,,935,196,10,10,https://restful-booker.herokuapp.com/booking/1500,92,0,0
1736100230775,458,Flujo_Crear_Consultar_Reservas,200,"Number of samples in transaction : 2, number of failing samples : 0",bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-5,,true,,1895,674,10,10,null,457,2714,277
1736100233583,406,1_Crear_Reservas,200,OK,bzm - Concurrency Thread Group-API_restful-booker-ThreadStarter 1-1,text,true,,963,477,10,10,https://restful-booker.herokuapp.com/booking,406,0,304
